"sleep","sleepnap","rest","work","age","sex","educ","exper","black","gdhealth","labor","self","union","married","ymarried","yngkid","hwage","spwork","spwage","earnings"
3105,3305,0,0,39,"Female",17,16,0,1,1,0,0,1,18,0,2.30999875068665,1,35000,42500
3715,4025,0,2443,34,"Male",17,11,0,1,0,1,0,1,14,0,NA,0,0,0
3450,3450,0,995,44,"Male",15,23,1,1,0,0,0,1,22,0,NA,0,0,0
3735,3735,0,1975,58,"Male",15,37,0,1,0,1,0,1,29,0,NA,0,0,0
4095,4140,0,1313,29,"Female",16,7,0,1,0,0,0,1,5,0,NA,1,16000,13750
2770,2770,0,4000,39,"Male",12,21,0,1,0,0,0,1,20,0,NA,0,0,9500
2760,2760,0,3518,41,"Male",17,18,0,1,0,1,0,1,18,0,NA,1,200,42500
4100,4100,30,188,55,"Male",12,37,0,1,0,0,0,1,26,0,NA,1,1000,9500
2800,2800,0,0,28,"Female",12,10,0,1,0,1,0,1,10,1,NA,1,12000,10500
2865,2865,20,3438,41,"Male",12,23,0,1,0,0,0,1,21,0,NA,0,0,0
3430,4127,0,1150,46,"Male",8,32,0,1,0,0,0,1,28,0,NA,1,3500,9500
4266,4474,0,2880,56,"Male",5,45,0,1,0,0,0,0,0,0,NA,0,0,6750
2911,2911,0,2100,52,"Female",12,34,0,1,0,0,0,0,0,0,NA,0,0,0
2746,2916,0,2740,33,"Male",12,15,0,1,0,0,1,1,7,0,NA,0,0,13750
2663,3038,0,0,47,"Female",9,32,0,1,0,0,1,1,28,0,NA,0,0,8250
2940,3390,0,2475,35,"Male",12,17,0,1,0,1,0,1,12,0,NA,1,3500,0
2640,2700,0,3180,27,"Male",16,5,0,1,0,0,0,1,5,1,NA,1,2000,42500
2930,2930,0,1950,34,"Female",17,11,0,1,0,0,1,1,13,0,NA,1,14000,13750
2955,2955,0,2225,26,"Female",14,6,0,1,0,0,1,0,0,0,NA,0,0,3500
3595,3595,135,2478,60,"Male",12,42,0,1,0,1,0,1,38,0,NA,0,0,18750
2905,2905,0,3648,27,"Male",12,9,0,1,0,0,0,1,7,1,NA,0,0,11750
2533,2638,110,1565,42,"Female",12,24,0,1,0,0,0,1,24,0,NA,1,20000,5500
2820,2820,20,3615,31,"Female",14,11,0,1,0,1,0,1,0,0,NA,1,25000,27500
2755,3105,0,2705,29,"Male",11,12,0,0,0,0,0,0,0,0,NA,0,0,5500
2806,2851,0,2476,31,"Male",12,13,0,1,0,0,1,1,9,1,NA,1,13000,8250
4200,4350,0,0,65,"Male",5,54,0,0,0,0,0,1,36,0,NA,0,0,2500
2448,2613,0,3325,41,"Male",16,19,0,1,0,1,0,1,16,0,NA,0,0,0
4095,4095,38,1413,36,"Male",16,14,0,1,0,0,0,1,14,0,NA,1,5000,4500
2355,2355,60,2726,54,"Female",14,34,0,1,0,1,0,1,30,0,NA,1,11300,27500
4050,4140,0,0,24,"Female",13,5,0,1,0,0,1,1,3,0,NA,1,6000,8250
3990,4170,225,1725,56,"Female",7,43,0,0,0,1,0,1,38,0,NA,0,0,5500
3975,3975,265,0,28,"Female",12,10,0,1,0,0,0,1,7,0,NA,1,8000,6750
2738,2768,0,2475,41,"Male",10,25,0,1,0,0,1,1,18,0,NA,0,0,13750
2848,3073,0,638,24,"Female",16,2,1,1,0,0,0,1,1,0,NA,1,13000,0
2818,2968,0,2505,32,"Male",12,14,0,1,0,1,0,1,12,0,NA,0,0,42500
2470,2470,860,2026,38,"Male",16,16,0,1,0,0,0,1,17,0,NA,0,0,0
3855,3895,355,360,33,"Female",17,10,0,1,0,0,0,1,5,0,NA,1,65000,42500
3803,3953,0,2446,43,"Male",5,32,0,1,0,0,1,1,22,0,NA,0,0,0
2940,2940,540,1725,41,"Female",17,18,0,1,0,0,0,1,19,0,NA,1,75000,1000
3791,3871,75,2808,34,"Male",15,13,0,1,0,1,0,0,0,0,NA,0,0,8250
3785,3785,30,800,31,"Male",12,13,0,1,0,0,0,1,8,0,NA,0,0,0
3755,3755,0,1138,55,"Male",13,36,0,1,0,1,0,1,32,0,NA,0,0,0
3745,3745,0,900,62,"Female",8,48,0,1,0,1,0,1,36,0,NA,0,0,0
3743,3743,0,3118,54,"Male",17,31,0,1,0,1,1,1,22,0,NA,0,0,32500
2113,2293,0,2488,33,"Male",14,13,0,1,0,0,0,1,4,0,NA,0,0,0
4350,5240,0,480,60,"Male",12,42,0,1,0,0,1,1,38,0,NA,0,0,13750
3860,3860,55,1334,28,"Female",12,10,0,0,0,0,0,0,0,0,NA,0,0,2500
2053,2053,58,2276,32,"Male",12,14,0,1,0,0,0,1,0,1,NA,1,8000,10500
3705,3705,153,940,32,"Female",12,14,0,1,0,0,0,0,0,0,NA,0,0,0
3703,3793,788,2948,30,"Female",12,12,0,1,0,1,0,0,0,0,NA,0,0,5500
2381,2471,0,2760,33,"Female",12,15,0,1,0,0,1,0,0,0,NA,0,0,6750
3670,3730,0,2175,38,"Male",14,18,0,1,0,0,0,0,0,0,NA,0,0,21250
3655,3655,0,460,47,"Female",16,25,0,1,0,0,0,1,29,0,NA,1,28000,27500
3650,3650,55,1773,40,"Female",16,18,0,1,0,1,0,1,18,0,NA,0,0,0
3643,3643,75,3085,28,"Male",11,11,0,1,0,1,0,1,10,0,NA,0,0,1000
3638,3638,38,1375,27,"Female",11,10,0,1,0,1,0,1,10,0,NA,0,0,1000
3733,3733,43,2288,28,"Male",16,6,0,1,0,0,0,1,4,1,NA,1,9000,11750
3725,3725,0,2616,44,"Male",9,29,0,1,0,0,1,1,23,0,NA,0,0,21250
3630,3780,8,875,25,"Female",16,3,0,1,0,0,1,1,3,0,NA,1,8400,9500
3628,3628,0,0,58,"Male",7,45,0,0,0,0,1,0,0,0,NA,0,0,4500
3628,3708,225,1013,28,"Female",16,6,0,1,0,0,0,1,4,0,NA,0,0,0
3800,4035,0,1925,52,"Female",5,41,0,1,0,0,1,1,22,0,NA,0,0,0
3615,3615,50,2443,27,"Female",16,5,0,1,0,0,0,0,0,0,NA,0,0,6750
3600,3690,0,2163,42,"Male",12,24,0,1,0,0,0,1,24,0,NA,1,5000,5500
3598,3598,0,2376,56,"Male",14,36,0,1,0,0,1,1,0,0,NA,0,0,11750
1740,1785,0,2909,50,"Male",16,28,0,1,0,0,0,1,23,0,NA,0,0,0
3583,3706,20,2508,64,"Male",12,46,0,0,0,1,0,1,41,0,NA,0,0,42500
3580,3580,38,3166,44,"Male",12,26,0,1,0,1,0,1,17,0,NA,0,0,0
2700,2700,0,2206,33,"Female",14,13,0,1,0,0,0,1,4,0,NA,0,0,0
3565,3815,75,2150,44,"Female",8,30,0,1,0,0,0,1,28,0,NA,1,4500,9500
3550,3550,0,2455,24,"Male",16,2,0,1,0,0,0,0,0,0,NA,0,0,3500
3548,3773,0,113,32,"Female",12,14,0,1,0,1,0,1,0,0,NA,0,0,0
3543,3543,0,1088,35,"Female",8,21,0,1,0,1,0,1,7,0,NA,1,50000,42500
3538,3921,15,2388,54,"Male",14,34,0,1,0,0,0,1,30,0,NA,0,0,6750
3530,3530,0,4805,37,"Male",12,19,0,1,0,1,0,1,0,0,NA,1,8000,42500
3525,3525,38,1933,28,"Male",16,6,0,1,0,0,0,1,4,0,NA,0,0,0
3525,3560,75,1950,51,"Female",5,40,0,1,0,0,0,1,35,0,NA,0,0,0
3523,3523,30,1971,54,"Male",17,31,0,1,0,0,1,1,0,0,NA,0,0,16250
3950,3950,675,500,32,"Male",12,14,0,1,0,0,1,1,9,0,NA,0,0,11750
4420,4420,0,2450,38,"Male",10,22,0,1,0,0,0,1,19,0,NA,0,0,0
3871,3991,0,2050,46,"Male",16,24,0,1,0,1,0,0,0,0,NA,0,0,42500
3503,3541,0,950,26,"Female",12,8,0,0,0,0,1,1,0,0,NA,1,7000,4500
3498,3724,200,1015,59,"Male",12,41,0,1,0,0,0,1,37,0,NA,1,6600,6750
3488,4181,0,1715,50,"Male",8,36,0,1,0,0,0,1,31,0,NA,0,0,0
3480,4005,240,1113,28,"Female",12,10,0,1,0,1,0,0,0,0,NA,0,0,13750
3478,3478,200,1200,57,"Male",12,39,0,1,0,0,0,1,36,0,NA,0,0,0
3468,3468,0,2871,26,"Male",16,4,0,1,0,0,1,1,3,0,NA,1,10700,9500
3460,3460,0,2250,56,"Female",9,41,0,0,0,0,0,1,30,0,NA,0,0,0
3455,3513,0,2828,31,"Female",16,9,0,1,0,0,0,1,3,0,NA,0,0,11750
1546,1576,0,3316,36,"Female",12,18,0,1,0,0,0,1,20,0,NA,0,0,9500
3435,3435,0,0,53,"Female",12,35,0,0,0,0,0,0,0,0,NA,0,0,3500
3433,3448,0,745,63,"Male",8,49,0,0,0,1,0,1,43,0,NA,0,0,0
755,1335,45,2663,23,"Female",12,5,0,1,0,0,0,0,0,0,NA,0,0,5500
3423,3423,0,3338,35,"Male",16,13,0,1,0,0,0,1,14,0,NA,0,0,9500
3423,3483,93,1588,61,"Male",8,47,0,1,0,1,0,1,7,0,NA,1,35000,42500
3420,3895,45,830,32,"Female",17,9,0,1,0,0,0,0,0,0,NA,0,0,13750
2793,2883,105,1273,43,"Male",16,21,0,1,0,1,1,1,0,0,NA,1,12000,42500
3405,4147,0,2145,43,"Female",13,24,0,1,0,0,1,1,0,0,NA,0,0,10500
3405,3405,0,1875,55,"Male",5,44,0,1,0,0,0,1,35,0,NA,0,0,0
3395,3395,0,1988,32,"Male",17,9,0,1,0,1,0,1,9,0,NA,1,22000,16250
3391,3477,0,2895,50,"Male",12,32,0,1,0,0,0,1,18,0,NA,1,1300,5500
3390,3390,225,583,52,"Female",12,34,0,1,0,0,0,1,26,0,NA,1,9400,9500
3935,4160,0,163,54,"Male",12,36,0,1,0,0,0,1,29,0,NA,0,0,16250
3375,3660,18,2905,40,"Male",12,22,0,1,0,0,1,1,18,0,NA,0,0,8250
3360,3495,0,3135,49,"Female",11,32,0,0,0,0,0,0,0,0,NA,0,0,6750
3360,3360,0,3075,50,"Male",10,34,1,1,0,1,0,1,26,0,NA,0,0,0
3355,3655,140,0,24,"Male",10,8,1,0,0,0,1,1,9,1,NA,1,9000,10500
2655,2655,0,2688,25,"Male",13,6,0,1,0,0,1,0,0,0,NA,1,2000,5500
3338,3338,0,2263,44,"Male",12,26,0,1,0,0,0,1,16,0,NA,0,0,0
3338,3338,0,2588,42,"Male",12,24,0,1,0,0,0,1,17,0,NA,1,4000,3500
3330,3330,47,3148,37,"Male",12,19,0,1,0,1,0,1,18,0,NA,0,0,1000
3326,3326,0,2468,46,"Male",17,23,1,1,0,0,1,1,22,0,NA,1,14000,13750
3315,3650,150,1525,29,"Male",10,13,0,1,0,1,0,1,0,0,NA,1,5980,4500
3315,3315,0,2948,35,"Male",12,17,0,1,0,1,0,1,12,0,NA,0,0,23750
3310,3348,110,0,25,"Female",12,7,0,1,0,1,0,1,10,0,NA,1,12000,0
3310,3505,0,2826,49,"Male",12,31,1,1,0,0,0,1,9,0,NA,0,0,0
3308,3443,0,2326,45,"Male",12,27,0,1,0,0,1,1,10,0,NA,0,0,11750
3308,3308,0,2820,25,"Male",17,2,0,1,0,0,1,1,0,0,NA,1,8250,8250
3295,3362,388,2513,57,"Male",12,39,1,1,0,0,0,1,32,0,NA,0,0,0
3295,3295,225,3171,35,"Male",12,17,0,1,0,0,0,1,15,0,NA,0,0,0
3285,3285,30,1325,31,"Female",17,8,0,1,0,0,0,1,10,0,NA,1,17000,5500
3285,3285,0,2493,55,"Male",15,34,0,1,0,0,0,1,0,0,NA,0,0,32500
3271,3271,0,3441,24,"Female",16,2,0,1,0,0,0,0,0,0,NA,0,0,0
3268,3268,150,1238,58,"Male",8,44,0,1,0,0,0,1,36,0,NA,0,0,0
3261,3261,55,2588,52,"Male",17,29,0,1,0,0,0,1,30,0,NA,0,0,0
3260,3260,38,3590,33,"Male",17,10,0,1,0,1,0,1,10,0,NA,1,8400,5500
3255,3255,0,1548,39,"Female",11,22,0,1,0,1,0,1,22,0,NA,1,12000,0
3248,3368,0,3190,25,"Male",9,10,0,1,0,0,0,0,0,0,NA,0,0,8250
3236,3649,45,2350,25,"Female",16,3,0,1,0,0,0,0,0,0,NA,0,0,3500
3235,3685,135,0,30,"Female",16,8,0,1,0,0,0,1,4,1,NA,0,0,11750
3230,3270,0,2150,25,"Male",17,2,0,1,0,0,0,1,2,0,NA,1,5200,4500
3225,4538,0,2535,42,"Male",16,20,0,1,0,1,0,1,18,0,NA,0,0,0
3225,3225,15,638,35,"Male",12,17,0,1,0,1,0,1,16,0,NA,1,7600,1000
3225,3777,60,2260,59,"Female",12,41,0,0,0,0,0,1,0,0,NA,0,0,4500
3218,3218,0,3275,42,"Male",12,24,0,1,0,1,0,1,18,1,NA,0,0,42500
3218,3218,25,1013,59,"Female",12,41,0,1,0,0,0,1,37,0,NA,1,12600,6750
3210,3210,80,2433,32,"Male",16,10,0,1,0,0,0,1,10,0,NA,0,0,21250
3203,3203,435,2450,49,"Male",17,26,0,1,0,0,0,0,0,0,NA,0,0,0
3201,3321,140,2298,54,"Male",14,34,0,1,0,0,0,1,32,0,NA,1,9000,8250
3200,3200,0,2363,58,"Male",9,43,0,1,0,0,0,1,39,0,NA,0,0,1000
3195,3195,40,1578,38,"Male",14,18,0,1,0,0,1,1,0,0,NA,0,0,0
3190,3250,0,2500,50,"Female",8,36,0,1,0,0,0,1,31,0,NA,0,0,0
3188,3238,0,2526,46,"Female",17,23,0,1,0,0,1,1,22,0,NA,1,14500,13750
3188,3188,45,2538,38,"Male",12,20,0,1,0,1,0,1,17,0,NA,0,0,0
3181,3181,60,2393,39,"Male",12,21,0,1,0,0,0,1,12,1,NA,0,0,0
3176,3176,250,2163,31,"Female",17,8,0,1,0,0,0,1,9,0,NA,1,20000,16250
3175,3175,15,3481,42,"Male",13,23,0,1,0,0,1,1,19,0,NA,0,0,0
3165,3300,420,2163,30,"Male",16,8,0,1,0,0,0,1,5,0,NA,1,9000,13750
3390,3390,0,3421,27,"Male",16,5,0,0,0,1,0,0,0,0,NA,0,0,10500
3630,3630,0,2300,54,"Male",14,34,0,1,0,0,0,1,33,0,NA,0,0,0
3150,3270,0,1188,64,"Male",17,41,0,1,0,0,0,1,36,0,NA,0,0,42500
3140,3140,50,2666,43,"Male",9,28,0,1,0,1,1,1,0,0,NA,1,10000,42500
3135,3278,0,1538,29,"Male",12,11,0,1,0,0,0,1,5,0,NA,1,7500,8250
3615,3615,38,1888,34,"Male",12,16,0,1,0,0,0,1,2,1,NA,0,0,16250
3110,3185,0,0,23,"Female",16,1,0,1,0,0,0,1,5,1,NA,0,0,42500
3095,3095,98,2293,31,"Male",15,10,0,1,0,0,0,0,0,0,NA,0,0,1000
3090,3499,205,538,44,"Female",13,25,0,1,0,0,0,1,0,0,NA,1,30000,1000
3073,3298,0,2351,57,"Male",17,34,0,1,0,0,1,1,27,0,NA,1,17500,16250
3068,3068,150,2373,31,"Female",12,13,0,1,0,0,0,0,0,0,NA,0,0,10500
3065,3140,223,2148,23,"Female",14,3,0,1,0,0,0,1,4,1,NA,1,8500,8250
3573,3573,430,2013,29,"Male",14,9,0,1,0,0,0,1,2,0,NA,0,0,23750
3060,3330,0,2603,50,"Male",12,32,0,1,0,0,0,1,22,0,NA,1,2500,2500
3040,3725,0,1510,25,"Female",12,7,1,1,0,0,1,0,0,1,NA,0,0,3500
3028,3116,58,2513,44,"Male",16,22,0,1,0,0,0,1,19,0,NA,0,0,16250
3023,3143,0,2418,29,"Male",16,7,0,1,0,0,0,1,5,1,NA,0,0,16250
3023,3023,0,2281,36,"Female",16,14,0,1,0,0,0,1,14,0,NA,0,0,9500
3015,3150,0,1183,47,"Female",10,31,0,1,0,0,1,1,28,0,NA,0,0,9500
3008,3173,60,2275,52,"Female",10,36,0,0,0,0,0,1,29,0,NA,0,0,0
2993,2993,125,2725,61,"Male",17,38,0,1,0,1,0,1,30,0,NA,0,0,27500
2985,3105,75,2388,32,"Female",16,10,0,1,0,0,0,0,0,0,NA,0,0,10500
2985,3385,25,2026,45,"Female",12,27,0,1,0,0,0,1,18,0,NA,1,16000,5500
3520,3535,0,675,34,"Male",10,18,0,0,0,0,1,1,4,0,NA,0,0,2500
3510,3510,135,1851,37,"Female",12,19,0,1,0,0,0,1,17,0,NA,1,12000,3500
2970,3000,88,1961,54,"Female",17,31,0,1,0,1,1,1,22,0,NA,1,35000,32500
2970,3415,0,2363,30,"Female",16,8,0,1,0,0,0,1,9,1,NA,0,0,6750
